agg_level_pseo,state_name,inst_level,institution,degree_level,cip_level,cipcode,grad_cohort,grad_cohort_years,geo_level,geography,ind_level,industry,y1_p25_earnings,y1_p50_earnings,y1_p75_earnings,y1_grads_earn,y5_p25_earnings,y5_p50_earnings,y5_p75_earnings,y5_grads_earn,y10_p25_earnings,y10_p50_earnings,y10_p75_earnings,y10_grads_earn,y1_ipeds_count,y5_ipeds_count,y10_ipeds_count,status_y1_earnings,status_y1_grads_earn,status_y5_earnings,status_y5_grads_earn,status_y10_earnings,status_y10_grads_earn,status_y1_ipeds_count,status_y5_ipeds_count,status_y10_ipeds_count,grad_cohort_label
34,West Virginia,S,54,5,2,1,2010,3,N,0,A,0,25094.0,33463.0,46066.0,221.0,40696.0,58197.0,77901.0,326.0,51372.0,78215.0,117934.0,,439.0,439.0,439.0,1,1,1,1,1,1,1,1,1,2010-2012
34,West Virginia,S,54,5,2,11,2010,3,N,0,A,0,38239.0,56249.0,74612.0,218.0,65706.0,91412.0,113455.0,259.0,73932.0,114704.0,154761.0,,272.0,272.0,272.0,1,1,1,1,1,1,4,4,4,2010-2012
34,West Virginia,S,54,5,2,13,2010,3,N,0,A,0,26476.0,35724.0,43964.0,995.0,43325.0,48889.0,54819.0,1197.0,48271.0,54898.0,63890.0,,1440.0,1440.0,1440.0,1,1,1,1,1,1,4,4,4,2010-2012
34,West Virginia,S,54,5,2,51,2010,3,N,0,A,0,50378.0,60643.0,68547.0,1342.0,55536.0,71538.0,88739.0,1436.0,65130.0,87187.0,114188.0,,1636.0,1636.0,1636.0,1,1,1,1,1,1,4,4,4,2010-2012
34,West Virginia,S,54,5,2,1,2013,3,N,0,A,0,24916.0,33837.0,48343.0,260.0,43820.0,62322.0,80183.0,386.0,,,,,502.0,502.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,West Virginia,S,54,5,2,11,2013,3,N,0,A,0,38239.0,57726.0,73052.0,214.0,61611.0,87070.0,115537.0,,,,,,303.0,303.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,West Virginia,S,54,5,2,13,2013,3,N,0,A,0,27557.0,37984.0,44479.0,1102.0,44989.0,49754.0,55295.0,,,,,,1411.0,1411.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,West Virginia,S,54,5,2,51,2013,3,N,0,A,0,47477.0,61659.0,71298.0,1534.0,52685.0,70888.0,88328.0,,,,,,1879.0,1879.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,West Virginia,S,54,5,2,1,2016,3,N,0,A,0,24850.0,34778.0,47460.0,293.0,45201.0,60111.0,82614.0,,,,,,519.0,519.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,West Virginia,S,54,5,2,11,2016,3,N,0,A,0,43384.0,61859.0,78677.0,284.0,62192.0,90690.0,120780.0,328.0,,,,,377.0,377.0,,1,1,1,1,-1,-1,4,4,3,2016-2018
34,West Virginia,S,54,5,2,13,2016,3,N,0,A,0,29417.0,39323.0,45025.0,913.0,42931.0,48622.0,55088.0,963.0,,,,,1215.0,1215.0,,1,1,1,1,-1,-1,4,4,3,2016-2018
34,West Virginia,S,54,5,2,51,2016,3,N,0,A,0,48199.0,65520.0,76765.0,1774.0,53471.0,72456.0,92650.0,1950.0,,,,,2172.0,2172.0,,1,1,1,1,-1,-1,4,4,3,2016-2018
34,West Virginia,S,54,5,2,1,2019,3,N,0,A,0,25504.0,34735.0,48487.0,324.0,,,,,,,,,513.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,West Virginia,S,54,5,2,11,2019,3,N,0,A,0,42214.0,62579.0,79032.0,296.0,,,,,,,,,415.0,,,1,1,-1,-1,-1,-1,4,3,3,2019-2021
34,West Virginia,S,54,5,2,13,2019,3,N,0,A,0,32130.0,42101.0,48643.0,780.0,,,,,,,,,997.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,West Virginia,S,54,5,2,51,2019,3,N,0,A,0,45338.0,65840.0,78643.0,2014.0,,,,,,,,,2544.0,,,1,1,-1,-1,-1,-1,4,3,3,2019-2021
34,Wisconsin,S,55,5,2,1,2001,3,N,0,A,0,30870.0,41852.0,52778.0,614.0,43433.0,59724.0,76015.0,656.0,50560.0,70687.0,95977.0,637.0,1169.0,1169.0,1169.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Wisconsin,S,55,5,2,11,2001,3,N,0,A,0,40649.0,58569.0,74847.0,1085.0,64316.0,83811.0,104467.0,1135.0,77948.0,102918.0,131569.0,1150.0,1792.0,1792.0,1792.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Wisconsin,S,55,5,2,13,2001,3,N,0,A,0,27912.0,38640.0,49503.0,4446.0,46085.0,55131.0,63116.0,4557.0,52350.0,63609.0,75413.0,4329.0,6230.0,6230.0,6230.0,1,1,1,1,1,1,1,1,1,2001-2003
34,Wisconsin,S,55,5,2,51,2001,3,N,0,A,0,45020.0,64659.0,80207.0,2382.0,55625.0,72386.0,89288.0,2589.0,58469.0,77222.0,98857.0,2449.0,3592.0,3592.0,3592.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Wisconsin,S,55,5,2,1,2004,3,N,0,A,0,34027.0,44901.0,55589.0,806.0,43482.0,58574.0,78110.0,858.0,54950.0,74429.0,99648.0,747.0,1157.0,1157.0,1157.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Wisconsin,S,55,5,2,11,2004,3,N,0,A,0,44661.0,61999.0,74572.0,1126.0,66665.0,83174.0,101576.0,1189.0,82124.0,106625.0,135178.0,1119.0,1509.0,1509.0,1509.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Wisconsin,S,55,5,2,13,2004,3,N,0,A,0,27086.0,37767.0,48750.0,5586.0,45791.0,55012.0,63858.0,5549.0,51372.0,61490.0,73260.0,5155.0,6796.0,6796.0,6796.0,1,1,1,1,1,1,1,1,1,2004-2006
34,Wisconsin,S,55,5,2,51,2004,3,N,0,A,0,47858.0,66078.0,80567.0,3348.0,56530.0,72567.0,90114.0,3460.0,61138.0,80577.0,104684.0,3079.0,4066.0,4066.0,4066.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Wisconsin,S,55,5,2,1,2007,3,N,0,A,0,31854.0,44352.0,57685.0,783.0,42851.0,59060.0,81142.0,905.0,54028.0,75715.0,105843.0,887.0,1216.0,1216.0,1216.0,1,1,1,1,1,1,4,4,1,2007-2009
34,Wisconsin,S,55,5,2,11,2007,3,N,0,A,0,46831.0,62638.0,74938.0,932.0,64442.0,82809.0,103908.0,1021.0,84681.0,112697.0,147553.0,,1242.0,1242.0,1242.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Wisconsin,S,55,5,2,13,2007,3,N,0,A,0,26479.0,36662.0,48275.0,4893.0,42310.0,51411.0,59549.0,5221.0,50197.0,59393.0,70360.0,,6918.0,6918.0,6918.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Wisconsin,S,55,5,2,51,2007,3,N,0,A,0,46893.0,63947.0,78843.0,3460.0,54569.0,69988.0,86292.0,3926.0,62250.0,81938.0,106143.0,,4500.0,4500.0,4500.0,1,1,1,1,1,1,4,4,1,2007-2009
34,Wisconsin,S,55,5,2,1,2010,3,N,0,A,0,32291.0,45425.0,56853.0,1122.0,45038.0,60043.0,78149.0,1057.0,55167.0,76778.0,106072.0,,1578.0,1578.0,1578.0,1,1,1,1,1,1,4,4,1,2010-2012
34,Wisconsin,S,55,5,2,11,2010,3,N,0,A,0,47273.0,61797.0,74848.0,1139.0,69644.0,89216.0,111357.0,1212.0,83091.0,114633.0,156110.0,,1583.0,1583.0,1583.0,1,1,1,1,1,1,4,4,4,2010-2012
34,Wisconsin,S,55,5,2,13,2010,3,N,0,A,0,26699.0,35260.0,46504.0,4835.0,46093.0,53426.0,61037.0,5170.0,50896.0,59409.0,70445.0,,6499.0,6499.0,6499.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Wisconsin,S,55,5,2,51,2010,3,N,0,A,0,42006.0,59989.0,74002.0,4175.0,56153.0,71270.0,87725.0,4568.0,60953.0,81382.0,106806.0,,5285.0,5285.0,5285.0,1,1,1,1,1,1,4,4,4,2010-2012
34,Wisconsin,S,55,5,2,1,2013,3,N,0,A,0,34416.0,47388.0,59516.0,1177.0,47938.0,63750.0,82912.0,1451.0,,,,,1970.0,1970.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Wisconsin,S,55,5,2,11,2013,3,N,0,A,0,48784.0,65610.0,79314.0,1551.0,69793.0,93101.0,118242.0,,,,,,2162.0,2162.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Wisconsin,S,55,5,2,13,2013,3,N,0,A,0,29464.0,39482.0,50002.0,4919.0,46597.0,54081.0,61164.0,,,,,,6742.0,6742.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Wisconsin,S,55,5,2,51,2013,3,N,0,A,0,41919.0,61072.0,75072.0,4329.0,55615.0,71573.0,88918.0,,,,,,5906.0,5906.0,,1,1,1,1,-1,-1,4,1,3,2013-2015
34,Wisconsin,S,55,5,2,1,2016,3,N,0,A,0,36262.0,48519.0,59498.0,1339.0,49017.0,64513.0,84895.0,,,,,,2076.0,2076.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Wisconsin,S,55,5,2,11,2016,3,N,0,A,0,48040.0,66675.0,83502.0,2194.0,68279.0,92500.0,125407.0,2377.0,,,,,3078.0,3078.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Wisconsin,S,55,5,2,13,2016,3,N,0,A,0,30838.0,41687.0,51134.0,4553.0,45571.0,52085.0,59596.0,4769.0,,,,,5950.0,5950.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Wisconsin,S,55,5,2,51,2016,3,N,0,A,0,40939.0,60456.0,74819.0,5014.0,54219.0,69522.0,87833.0,5936.0,,,,,6900.0,6900.0,,1,1,1,1,-1,-1,4,4,3,2016-2018
34,Wisconsin,S,55,5,2,1,2019,3,N,0,A,0,34682.0,46953.0,59724.0,1410.0,,,,,,,,,2005.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Wisconsin,S,55,5,2,11,2019,3,N,0,A,0,48856.0,68985.0,87145.0,2940.0,,,,,,,,,4358.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Wisconsin,S,55,5,2,13,2019,3,N,0,A,0,32544.0,43168.0,50368.0,4967.0,,,,,,,,,6325.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Wisconsin,S,55,5,2,51,2019,3,N,0,A,0,43219.0,64095.0,78199.0,5254.0,,,,,,,,,6990.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Wyoming,S,56,5,2,1,2007,3,N,0,A,0,30742.0,42532.0,56372.0,169.0,39196.0,58363.0,78035.0,189.0,54252.0,73594.0,98163.0,198.0,309.0,309.0,309.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Wyoming,S,56,5,2,13,2007,3,N,0,A,0,35840.0,50782.0,62891.0,556.0,46663.0,60130.0,70735.0,594.0,55566.0,66796.0,75734.0,550.0,753.0,753.0,753.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Wyoming,S,56,5,2,51,2007,3,N,0,A,0,59669.0,73565.0,85801.0,323.0,57372.0,74659.0,90722.0,341.0,65321.0,87772.0,117164.0,333.0,411.0,411.0,411.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Wyoming,S,56,5,2,1,2010,3,N,0,A,0,28204.0,39390.0,50044.0,193.0,42051.0,57503.0,76412.0,244.0,51694.0,70944.0,92745.0,214.0,332.0,332.0,332.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Wyoming,S,56,5,2,11,2010,3,N,0,A,0,57619.0,66273.0,73565.0,38.0,78655.0,90722.0,108882.0,47.0,90933.0,128416.0,163027.0,42.0,49.0,49.0,49.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Wyoming,S,56,5,2,13,2010,3,N,0,A,0,31646.0,45609.0,59276.0,623.0,48569.0,59990.0,68363.0,623.0,54766.0,63932.0,74011.0,574.0,769.0,769.0,769.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Wyoming,S,56,5,2,51,2010,3,N,0,A,0,56524.0,69475.0,82446.0,535.0,57524.0,78199.0,98222.0,533.0,61573.0,88799.0,120530.0,497.0,578.0,578.0,578.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Wyoming,S,56,5,2,1,2013,3,N,0,A,0,27237.0,39021.0,53219.0,216.0,41405.0,59383.0,75771.0,259.0,,,,,330.0,330.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Wyoming,S,56,5,2,11,2013,3,N,0,A,0,53167.0,65282.0,80101.0,59.0,71555.0,95419.0,127005.0,59.0,,,,,67.0,67.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Wyoming,S,56,5,2,13,2013,3,N,0,A,0,36604.0,50962.0,60475.0,582.0,51318.0,59017.0,65695.0,546.0,,,,,696.0,696.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Wyoming,S,56,5,2,51,2013,3,N,0,A,0,59241.0,72075.0,88232.0,626.0,63205.0,83317.0,106896.0,660.0,,,,,764.0,764.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Wyoming,S,56,5,2,1,2016,3,N,0,A,0,28569.0,40967.0,51058.0,235.0,40858.0,55043.0,72173.0,276.0,,,,,359.0,359.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Wyoming,S,56,5,2,11,2016,3,N,0,A,0,46435.0,69154.0,82528.0,74.0,80163.0,102218.0,132414.0,91.0,,,,,106.0,106.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Wyoming,S,56,5,2,13,2016,3,N,0,A,0,38386.0,50410.0,58395.0,500.0,48166.0,55740.0,62962.0,491.0,,,,,594.0,594.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Wyoming,S,56,5,2,51,2016,3,N,0,A,0,61161.0,72758.0,86629.0,578.0,62605.0,80872.0,100326.0,564.0,,,,,664.0,664.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Wyoming,S,56,5,2,1,2019,3,N,0,A,0,29012.0,39980.0,52107.0,277.0,,,,,,,,,440.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Wyoming,S,56,5,2,11,2019,3,N,0,A,0,47666.0,64050.0,79576.0,95.0,,,,,,,,,131.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Wyoming,S,56,5,2,13,2019,3,N,0,A,0,39201.0,50292.0,56563.0,506.0,,,,,,,,,570.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Wyoming,S,56,5,2,51,2019,3,N,0,A,0,56830.0,71762.0,83486.0,503.0,,,,,,,,,572.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
